model,perturbation method,source split,example_id,label,hypothesis,original premise,perturbed premise
bart,passive,mismatched,10982,0,Steps are taken by the United Way of Central Indiana to ensure efficiency.,United Way of Central Indiana adds value by doing research and follow-up to make sure that the most important needs are being met in the most efficient way.,Value was added by United Way of Central Indiana.
bart,passive,mismatched,11449,0,His headquarters were in Jersey City. ,"From his headquarters in Jersey City, he distributed messages calling for the murder of unbelievers.",Messages calling for the murder of unbelievers was distributed by he.
bart,passive,mismatched,11450,2,Art imitates life.,"As technology advances, life imitates art.",Art was imitated by life.
bart,passive,mismatched,11455,2,The family had only ever taken the walk one time.,"Nine months earlier (before the child could talk), the family had taken the same walk.",The same walk was taken by the family.
bart,passive,mismatched,11497,2,Engineers are pushing for different lengths of time to achieve line balancing.,Engineers designed operations to take similar lengths of time to achieve line balancing.,Operations was designed by Engineers.
bart,passive,mismatched,11635,0,She asked her mom to call American Airlines.,She asked her mother to alert American Airlines.,Her mother was asked by She.
bart,passive,mismatched,11711,0,"Children have to make choices when pretending if they will act out of impulse or follow the rules of the make-believe situation, and they usually choose to follow the rules. ","While pretending, Vygotsky explained, children repeatedly face confiicts between the rules of the make-believe situation and what they would do if they could act impulsively, and they usually decide in favor of the rules.",Confiicts between the rules of the make-believe situation and what they would do if they could act impulsively was faced by children.
bart,passive,mismatched,11736,0,Carl Newton and I corresponded with you a few months ago asking you to contribute financially. ,"A few months ago, Carl Newton and I wrote a letter asking you to consider a financial contribution to graduate Endodontics at Indiana University.",A letter asking you to consider a financial contribution to graduate Endodontics at Indiana University was written by Carl Newton and I.
bart,passive,mismatched,11793,0,It is not common to hear about kids who make the grade,Yet few of us hear enough about kids who live through these adversities and do make the grade.,Enough about kids who live through these adversities and do make the grade was heard by few of us.
bart,passive,mismatched,11830,1,Gangrene was caused by smoking.,She got gangrene in her foot and he said if you don't quit smoking you're going to lose your foot.,Gangrene in her foot was got by She.
bart,passive,mismatched,11877,0,I bought a computer.,"I recently purchased a new computer, and, because it operated on a system different from the one of my old computer, I asked a few friends to recommend a word-processing package that I might.find useful.",A few friends was asked by I.
bart,passive,mismatched,11886,2,Bin Ladin refused to work with anyone else.,"Bin Ladin apparently kept his options open, maintaining contacts with Gulbuddin Hekmatyar, who, though an Islamic extremist, was also one of the Taliban's most militant opponents.",His options was kept by Bin Ladin.
bart,passive,mismatched,11908,0,I fell off my motorcycle due to a hole made by a groundhog.,Groundhog hole found the front tire of the motorcycle and I managed to fly over the handlebars.,The front tire of the motorcycle was found by Groundhog hole.
bart,passive,mismatched,11922,0,"They're building trincheras, or stone trenches around their houses.","They're making trincheras, they call them trincheras, where they're putting mounds of stones near the houses, so that the bullets there.",Them was called by they.
bart,passive,mismatched,11961,0,The Command Center ordered one after nine o'clock.,"While this was being discussed by executives at FAA headquarters, the Command Center ordered one at 9:25.",One was ordered by the Command Center.
bart,passive,mismatched,11991,0,The distinct characteristics of make-believe must be identified according to Vygotsky.,"To answer this question, Vygotsky pointed out, we must identify the distinctive features of make-believe play'those that make it unique among young children's experiences.",The distinctive features of make-believe play'those that make it unique among young children's experiences was identified by we.
